"alt_06.tif" "alt_07.tif" "alt_11.tif" "alt_12.tif" "alt_13.tif" "alt_15.tif" "alt_16.tif" "alt_17.tif" "alt_18.tif" "bio1_06.tif" "bio1_07.tif" "bio1_11.tif" "bio1_12.tif" "bio1_13.tif" "bio1_15.tif" "bio1_16.tif" "bio1_17.tif" "bio1_18.tif" "bio10_06.tif" "bio10_07.tif" "bio10_11.tif" "bio10_12.tif" "bio10_13.tif" "bio10_15.tif" "bio10_16.tif" "bio10_17.tif" "bio10_18.tif" "bio11_06.tif" "bio11_07.tif" "bio11_11.tif" "bio11_12.tif" "bio11_13.tif" "bio11_15.tif" "bio11_16.tif" "bio11_17.tif" "bio11_18.tif" "bio12_06.tif" "bio12_07.tif" "bio12_11.tif" "bio12_12.tif" "bio12_13.tif" "bio12_15.tif" "bio12_16.tif" "bio12_17.tif" "bio12_18.tif" "bio13_06.tif" "bio13_07.tif" "bio13_11.tif" "bio13_12.tif" "bio13_13.tif" "bio13_15.tif" "bio13_16.tif" "bio13_17.tif" "bio13_18.tif" "bio14_06.tif" "bio14_07.tif" "bio14_11.tif" "bio14_12.tif" "bio14_13.tif" "bio14_15.tif" "bio14_16.tif" "bio14_17.tif" "bio14_18.tif" "bio15_06.tif" "bio15_07.tif" "bio15_11.tif" "bio15_12.tif" "bio15_13.tif" "bio15_15.tif" "bio15_16.tif" "bio15_17.tif" "bio15_18.tif" "bio16_06.tif" "bio16_07.tif" "bio16_11.tif" "bio16_12.tif" "bio16_13.tif" "bio16_15.tif" "bio16_16.tif" "bio16_17.tif" "bio16_18.tif" "bio17_06.tif" "bio17_07.tif" "bio17_11.tif" "bio17_12.tif" "bio17_13.tif" "bio17_15.tif" "bio17_16.tif" "bio17_17.tif" "bio17_18.tif" "bio18_06.tif" "bio18_07.tif" "bio18_11.tif" "bio18_12.tif" "bio18_13.tif" "bio18_15.tif" "bio18_16.tif" "bio18_17.tif" "bio18_18.tif" "bio19_06.tif" "bio19_07.tif" "bio19_11.tif" "bio19_12.tif" "bio19_13.tif" "bio19_15.tif" "bio19_16.tif" "bio19_17.tif" "bio19_18.tif" "bio2_06.tif" "bio2_07.tif" "bio2_11.tif" "bio2_12.tif" "bio2_13.tif" "bio2_15.tif" "bio2_16.tif" "bio2_17.tif" "bio2_18.tif" "bio3_06.tif" "bio3_07.tif" "bio3_11.tif" "bio3_12.tif" "bio3_13.tif" "bio3_15.tif" "bio3_16.tif" "bio3_17.tif" "bio3_18.tif" "bio4_06.tif" "bio4_07.tif" "bio4_11.tif" "bio4_12.tif" "bio4_13.tif" "bio4_15.tif" "bio4_16.tif" "bio4_17.tif" "bio4_18.tif" "bio5_06.tif" "bio5_07.tif" "bio5_11.tif" "bio5_12.tif" "bio5_13.tif" "bio5_15.tif" "bio5_16.tif" "bio5_17.tif" "bio5_18.tif" "bio6_06.tif" "bio6_07.tif" "bio6_11.tif" "bio6_12.tif" "bio6_13.tif" "bio6_15.tif" "bio6_16.tif" "bio6_17.tif" "bio6_18.tif" "bio7_06.tif" "bio7_07.tif" "bio7_11.tif" "bio7_12.tif" "bio7_13.tif" "bio7_15.tif" "bio7_16.tif" "bio7_17.tif" "bio7_18.tif" "bio8_06.tif" "bio8_07.tif" "bio8_11.tif" "bio8_12.tif" "bio8_13.tif" "bio8_15.tif" "bio8_16.tif" "bio8_17.tif" "bio8_18.tif" "bio9_06.tif" "bio9_07.tif" "bio9_11.tif" "bio9_12.tif" "bio9_13.tif" "bio9_15.tif" "bio9_16.tif" "bio9_17.tif" "bio9_18.tif"
"224897920" NA NA NA 1730 NA NA NA NA NA NA NA NA 95 NA NA NA NA NA NA NA NA 206 NA NA NA NA NA NA NA NA -7 NA NA NA NA NA NA NA NA 421 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 178 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 155 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 160 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 8298 NA NA NA NA NA NA NA NA 308 NA NA NA NA NA NA NA NA -94 NA NA NA NA NA NA NA NA 402 NA NA NA NA NA NA NA NA 180 NA NA NA NA NA NA NA NA -7 NA NA NA NA NA
"224897939" NA NA NA 2147 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA NA -24 NA NA NA NA NA NA NA NA 418 NA NA NA NA NA NA NA NA 61 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 157 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 7378 NA NA NA NA NA NA NA NA 266 NA NA NA NA NA NA NA NA -102 NA NA NA NA NA NA NA NA 368 NA NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA NA -24 NA NA NA NA NA
"235127526" NA NA NA 2384 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA NA -42 NA NA NA NA NA NA NA NA 452 NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 7363 NA NA NA NA NA NA NA NA 251 NA NA NA NA NA NA NA NA -124 NA NA NA NA NA NA NA NA 375 NA NA NA NA NA NA NA NA 123 NA NA NA NA NA NA NA NA -42 NA NA NA NA NA
"296440620" NA NA NA 1616 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 196 NA NA NA NA NA NA NA NA -30 NA NA NA NA NA NA NA NA 392 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 8806 NA NA NA NA NA NA NA NA 306 NA NA NA NA NA NA NA NA -116 NA NA NA NA NA NA NA NA 422 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA -30 NA NA NA NA NA
"306598310" NA NA NA 1659 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 201 NA NA NA NA NA NA NA NA -1 NA NA NA NA NA NA NA NA 427 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 14 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 130 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 7925 NA NA NA NA NA NA NA NA 300 NA NA NA NA NA NA NA NA -85 NA NA NA NA NA NA NA NA 385 NA NA NA NA NA NA NA NA 132 NA NA NA NA NA NA NA NA -1 NA NA NA NA NA
"307501201" NA NA NA 1832 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 185 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA NA NA NA 408 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 7808 NA NA NA NA NA NA NA NA 287 NA NA NA NA NA NA NA NA -97 NA NA NA NA NA NA NA NA 384 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA
"318053388" NA NA NA 1967 NA NA NA NA NA NA NA NA 73 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA -21 NA NA NA NA NA NA NA NA 394 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 155 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 7673 NA NA NA NA NA NA NA NA 278 NA NA NA NA NA NA NA NA -99 NA NA NA NA NA NA NA NA 377 NA NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA NA -21 NA NA NA NA NA
"318053389" NA NA NA NA NA NA 237 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 807 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 222 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA 201 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5884 NA NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA NA -9 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 55 NA NA
"319555388" NA NA NA NA NA NA 237 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 807 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 222 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA 201 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5884 NA NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA NA -9 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 55 NA NA
"319555389" NA NA NA 1944 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 203 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA NA NA NA 321 NA NA NA NA NA NA NA NA 61 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 8046 NA NA NA NA NA NA NA NA 304 NA NA NA NA NA NA NA NA -95 NA NA NA NA NA NA NA NA 399 NA NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA
"319555390" NA NA NA NA NA NA 114 NA NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 586 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 14 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 234 NA NA NA NA NA NA NA NA 67 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 218 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 6826 NA NA NA NA NA NA NA NA 303 NA NA NA NA NA NA NA NA 10 NA NA NA NA NA NA NA NA 293 NA NA NA NA NA NA NA NA 72 NA NA NA NA NA NA NA NA 227 NA NA
"319555393" NA NA NA 2270 NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA -36 NA NA NA NA NA NA NA NA 466 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 10 NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA 207 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 207 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 7735 NA NA NA NA NA NA NA NA 265 NA NA NA NA NA NA NA NA -125 NA NA NA NA NA NA NA NA 390 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA -36 NA NA NA NA NA
"319555687" NA NA NA 1855 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 190 NA NA NA NA NA NA NA NA -11 NA NA NA NA NA NA NA NA 437 NA NA NA NA NA NA NA NA 66 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 7847 NA NA NA NA NA NA NA NA 292 NA NA NA NA NA NA NA NA -102 NA NA NA NA NA NA NA NA 394 NA NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA NA -11 NA NA NA NA NA
"325519741" NA NA NA 2596 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 132 NA NA NA NA NA NA NA NA -64 NA NA NA NA NA NA NA NA 466 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 7652 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA -149 NA NA NA NA NA NA NA NA 388 NA NA NA NA NA NA NA NA 132 NA NA NA NA NA NA NA NA -64 NA NA NA NA NA
"325519755" NA NA NA 1338 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 135 NA NA NA NA NA NA NA NA -67 NA NA NA NA NA NA NA NA 318 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 61 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 114 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 7873 NA NA NA NA NA NA NA NA 226 NA NA NA NA NA NA NA NA -119 NA NA NA NA NA NA NA NA 345 NA NA NA NA NA NA NA NA 135 NA NA NA NA NA NA NA NA -11 NA NA NA NA NA
"325519760" NA NA NA 118 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 176 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 134 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 8307 NA NA NA NA NA NA NA NA 326 NA NA NA NA NA NA NA NA -40 NA NA NA NA NA NA NA NA 366 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 219 NA NA NA NA NA
"325519769" NA NA NA 2004 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 202 NA NA NA NA NA NA NA NA -26 NA NA NA NA NA NA NA NA 348 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 16 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 108 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 8822 NA NA NA NA NA NA NA NA 303 NA NA NA NA NA NA NA NA -102 NA NA NA NA NA NA NA NA 405 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 127 NA NA NA NA NA
"332160836" NA NA 25 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 704 NA NA NA NA NA NA NA NA 130 NA NA NA NA NA NA NA NA 7 NA NA NA NA NA NA NA NA 73 NA NA NA NA NA NA NA NA 368 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 344 NA NA NA NA NA NA NA NA 120 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 6610 NA NA NA NA NA NA NA NA 289 NA NA NA NA NA NA NA NA -14 NA NA NA NA NA NA NA NA 303 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA
"367026492" NA NA NA 1841 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 196 NA NA NA NA NA NA NA NA -13 NA NA NA NA NA NA NA NA 434 NA NA NA NA NA NA NA NA 66 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 8156 NA NA NA NA NA NA NA NA 301 NA NA NA NA NA NA NA NA -107 NA NA NA NA NA NA NA NA 408 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA -13 NA NA NA NA NA
"411859956" NA NA NA 2459 NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA -45 NA NA NA NA NA NA NA NA 455 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 137 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 106 NA NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 8341 NA NA NA NA NA NA NA NA 267 NA NA NA NA NA NA NA NA -117 NA NA NA NA NA NA NA NA 384 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA
"415904179" NA NA NA 1709 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA -67 NA NA NA NA NA NA NA NA 402 NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA 14 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA NA 50 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 8868 NA NA NA NA NA NA NA NA 285 NA NA NA NA NA NA NA NA -140 NA NA NA NA NA NA NA NA 425 NA NA NA NA NA NA NA NA -51 NA NA NA NA NA NA NA NA 157 NA NA NA NA NA
"415904180" NA NA NA 952 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA NA -21 NA NA NA NA NA NA NA NA 782 NA NA NA NA NA NA NA NA 107 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA 97 NA NA NA NA NA NA NA NA 112 NA NA NA NA NA NA NA NA 290 NA NA NA NA NA NA NA NA 126 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 7207 NA NA NA NA NA NA NA NA 270 NA NA NA NA NA NA NA NA -70 NA NA NA NA NA NA NA NA 340 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA
"415904181" NA NA NA 1377 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 188 NA NA NA NA NA NA NA NA -10 NA NA NA NA NA NA NA NA 210 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 8 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 64 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 176 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 7700 NA NA NA NA NA NA NA NA 316 NA NA NA NA NA NA NA NA -85 NA NA NA NA NA NA NA NA 401 NA NA NA NA NA NA NA NA 117 NA NA NA NA NA NA NA NA 181 NA NA NA NA NA
"415904182" NA NA NA 1462 NA NA NA NA NA NA NA NA 97 NA NA NA NA NA NA NA NA 191 NA NA NA NA NA NA NA NA 10 NA NA NA NA NA NA NA NA 275 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 184 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 7045 NA NA NA NA NA NA NA NA 315 NA NA NA NA NA NA NA NA -73 NA NA NA NA NA NA NA NA 388 NA NA NA NA NA NA NA NA 10 NA NA NA NA NA NA NA NA 191 NA NA NA NA NA
"441720162" NA NA NA 1827 NA NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA NA -44 NA NA NA NA NA NA NA NA 323 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 15 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 103 NA NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA NA 64 NA NA NA NA NA NA NA NA 92 NA NA NA NA NA NA NA NA 179 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 7771 NA NA NA NA NA NA NA NA 287 NA NA NA NA NA NA NA NA -128 NA NA NA NA NA NA NA NA 415 NA NA NA NA NA NA NA NA -33 NA NA NA NA NA NA NA NA 151 NA NA NA NA NA
"441720163" NA NA NA NA 173 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA -24 NA NA NA NA NA NA NA NA 885 NA NA NA NA NA NA NA NA 95 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 275 NA NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA NA 275 NA NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 9269 NA NA NA NA NA NA NA NA 284 NA NA NA NA NA NA NA NA -78 NA NA NA NA NA NA NA NA 362 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA NA NA -24 NA NA NA NA
"441720166" NA NA NA 2145 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA NA -75 NA NA NA NA NA NA NA NA 392 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 113 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 8448 NA NA NA NA NA NA NA NA 259 NA NA NA NA NA NA NA NA -150 NA NA NA NA NA NA NA NA 409 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 142 NA NA NA NA NA
"441720167" NA NA NA NA NA 793 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 467 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 6654 NA NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 315 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 238 NA NA NA
"441720169" NA NA NA NA NA 793 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 467 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 6654 NA NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 315 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 238 NA NA NA
"441720170" NA NA NA NA NA 793 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 467 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 6654 NA NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 315 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 238 NA NA NA
"441720217" NA NA NA NA NA 793 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 467 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 6654 NA NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 315 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 238 NA NA NA
